,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F,-12.064522262302143,-9.915707318563769,-12.643590233604217,-13.813031902759635
FF0F,-0.7895113727859444,-2.865659595343473,-3.9404718637321343,-2.8200000000000003
460F,0.0,-2.7,0.0,0.0
F0F0,-3.126069985292896,-3.43489684446,-3.0970529867636065,-0.16533128376921225
FFFF,0.0,0.0,-0.23056839190751438,0.0
0FFF,-2.599985086044089,-3.045128767322275,-3.0572240576396066,-3.667833341610886
terminal,0.0,0.0,0.0,0.0
C30F,-2.537559984224651,-2.091213885333272,-2.89824459823158,-3.153845105956475
46FF,0.0,0.0,-0.6000000000000001,0.0
0A0F,0.0,0.0,0.0,0.0
