,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
F00FF00F0F,0.0,0.0,0.0,0.0
0F0FAB0F0F,0.0,0.0,0.0,0.0
AB0F0F0F0F,0.0,0.0,0.0,0.0
0FAB0F0F0F,0.0,0.0,0.0,0.0
0FFF0FFF0F,0.0,0.0,0.0,0.0
FF0F0F0FFF,0.0,0.0,0.0,0.0
0F0F0F0FAB,0.0,0.0,0.0,0.0
0FF0FF0F0F,0.0,0.0,0.0,0.0
FFF00F0F0F,0.0,0.0,0.0,0.0
0FFFF00F0F,0.0,0.0,0.0,0.0
FF0F0FF00F,0.0,0.0,0.0,0.0
F0FF0F0F0F,0.0,0.0,0.0,0.0
FF0FF00F0F,0.0,0.0,0.0,0.0
F00F0FFF0F,0.0,0.0,0.0,0.0
F00FFF0F0F,0.0,0.0,0.0,0.0
terminal,0.0,0.0,0.0,0.0
0F0FFFF00F,0.0,0.0,0.0,0.0
0F0FFF0FF0,0.0,0.0,0.0,0.0
FF0FFF0F0F,0.0,0.0,0.0,0.0
0FF00FFF0F,0.0,0.0,0.0,0.0
0FFFFF0F0F,0.0,0.0,0.0,0.0
FF0F0FFF0F,0.0,0.0,0.0,0.0
0F0FFFFF0F,0.0,0.0,0.0,0.0
