,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
C30FC3,0.0,0.0,0.0,0.0
F0AB0F,0.0,0.0,0.0,0.0
870F87,0.0,0.0,0.0,0.0
87870F,0.0,0.0,0.0,0.0
BC0F0F,0.0,0.0,0.0,0.0
87AB0F,0.0,0.0,0.0,0.0
AB0F87,0.0,0.0,0.0,0.0
0FAB87,0.0,0.0,0.0,0.0
AB870F,0.0,0.0,0.0,0.0
C3870F,0.0,0.0,0.0,0.0
C30F87,0.0,0.0,0.0,0.0
87C30F,0.0,0.0,0.0,0.0
0FC387,0.0,0.0,0.0,0.0
870FC3,0.0,0.0,0.0,0.0
F00F94,0.0,0.0,0.0,0.0
94F00F,0.0,0.0,0.0,0.0
0F94F0,0.0,0.0,0.0,0.0
940FF0,0.0,0.0,0.0,0.0
F0940F,0.0,0.0,0.0,0.0
