,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0FF00FF00F,2.4450000000000003,0.0,0.0,0.0
F00F0FF00F0F,0.0,-1.8,0.0,-1.5678
0FF00FF00F0F,0.0,0.0,-0.2745000000000002,0.0
0FF0F00F0F0F,0.0,0.0,1.95,0.0
0F0FF0F00F0F,-2.0355,0.0,0.0,0.0
F0F00F0F0F0F,1.6053000000000002,-3.0,-2.19785202,-3.0
0F0F0F0F0F0F,-1.665,-1.45602,-2.2800000000000002,-3.0
F00FF00F0F0F,0.0,0.0,0.0,-2.7300000000000004
C30F0F0F0F0F,-2.4000000000000004,0.0,0.0,0.0
0FC30F0F0F0F,0.0,0.0,-2.265,-1.2000000000000002
0F0FF0FF0F0F,0.0,0.0,0.0,1.5024300000000002
