,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
ABAB0F,0.0,0.044340725312696345,2.1879901994935906,0.0
F0C30F,0.0,0.0,0.0,0.0
C90FFF,0.0,0.0,0.004374000000000002,0.0
ABFFF0,0.0,0.0,0.0,0.038339460535385436
FFABF0,0.0,0.03828655575048634,0.0,0.0
AB0FAB,0.0,0.0,0.0,0.0
ABF0FF,0.0,0.0,0.21365749203280518,0.0
0FC9FF,0.0,0.0,0.0,0.03483845522679132
F0ABFF,0.0,0.0830434313890531,0.0,0.0
F0FFAB,0.0,0.0,0.0,0.0
0FABAB,0.24388091389053074,0.0,0.0,0.034040754735442595
terminal,0.0,0.0,0.0,0.0
FFF0AB,0.048070260000000004,0.0,0.0,0.0
0FABFF,0.30000000000000004,0.0,0.0,0.0
ABF0F0,0.0,0.0,0.0034747861785057034,0.0
6C0F0F,0.0,0.0,0.0,0.0
0F6C0F,0.0,0.0,0.0,0.30000000000000004
F0F0F0,0.0,0.0,0.0,0.0
F0460F,0.0,0.0,0.0,0.0
C3F00F,0.0,0.0,0.0,0.0
460FF0,0.0,0.0,0.0,0.0
C30FF0,0.0,0.0,0.0,0.0
