0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
48,1,45,0,0,0,100,255,0,0,1,1,51,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4294967297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,45,0,0,0,100,255,0,0,1,1,50,57,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4295491585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,45,0,0,0,100,255,0,0,1,1,49,56,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4295753729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,45,0,0,0,100,255,0,0,1,1,49,69,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4295229441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4,35,0,0,0,100,255,0,0,1,2,57,61,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4296015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4,35,0,0,0,100,255,0,0,1,2,58,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4296802305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4,35,0,0,0,100,255,0,0,1,2,60,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4296540161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4,35,0,0,0,100,255,0,0,1,2,58,63,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4296278017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
