,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
F0,6.538504112693003,13.075414872686856,3.9370918393958205,7.793163152852968
B6,3.137349988681602,2.6819645087508537,10.003942379166887,0.3497116648489556
79,0.10800000000000004,0.0,0.0,0.0
terminal,0.0,0.0,0.0,0.0
A7,0.0,22.004127341904926,1.811341659033214,0.0
0F,0.018772274421750737,2.561047836533754,0.046360435460929716,-0.485307813796113
C3,0.5242856515450245,13.082034005730911,0.37284292323116097,0.18713094537784206
X,0.30902646937205747,4.89141669664916,0.0,0.0
46,0.0,4.050150295522308,0.0,0.0
5A,0.0,0.0,2.488021935044527,0.0
8A,3.1123619314968343,0.0,0.0,0.4243288278068804
87,0.0,0.3815960084987889,0.4929124623814019,7.1051006298900345
0A,0.0,0.0,17.663388334944973,0.0
6C,4.316564838567983,19.45666877327589,11.667510354867213,8.75231006153269
AB,4.152164511386499,2.843633450424729,8.672765704344595,2.550700410589184
FF,0.44767212743938223,1.0932110023059702,1.3534417188692736,6.145346839715135
B8,0.0,15.759028581504719,3.462307686707506,0.0
A9,0.0,0.0,3.42641040506365,0.0
A8,6.325440041329925,0.0,0.6356467412053196,0.0
97,0.0,20.08041819156587,0.0,0.0
F1,0.0,0.39315174459678204,0.0,0.0
8B,1.8,0.11714502642272553,0.0,0.0
88,21.5775654904221,0.0,0.0,0.0
6B,1.6481599149691524,0.0,0.6270000000000001,0.0
C9,0.0,3.184340354426068,0.0,0.0
98,0.0,4.304471546930265,0.0,0.0
D4,0.0,0.0,0.0,0.0
B7,0.0,1.1450574694559812,0.0,0.0
5B,0.0,0.0,2.929174520672652,0.0
89,0.0,0.0,0.4871153652997571,0.0
99,0.0,0.9204076301674505,0.0,0.0
78,0.0,0.0,0.0,1.893886191800072
