(3, [(53, 54), (53, 55), (52, 55)], 0.8, 0.23)
(1, [(50, 57)], 0.0, 1.0)
(4, [(50, 57), (53, 54), (53, 55), (52, 55)], 0.37, 0.61)
(1, [(49, 57)], 0.0, 1.0)
(1, [(51, 54)], 0.0, 1.0)
(1, [(51, 55)], 0.0, 1.0)
(1, [(51, 55)], 0.0, 1.0)
(1, [(47, 57)], 0.0, 1.0)
(3, [(50, 54), (50, 55), (49, 55)], 0.8, 0.23)
(1, [(46, 57)], 0.0, 1.0)
(1, [(48, 54)], 0.0, 1.0)
(1, [(49, 55)], 0.0, 1.0)
(1, [(48, 55)], 0.0, 1.0)
(4, [(45, 57), (48, 54), (48, 55), (47, 55)], 0.37, 0.61)
(1, [(45, 57)], 0.0, 1.0)
(3, [(48, 54), (48, 55), (47, 55)], 0.8, 0.23)
(1, [(47, 55)], 0.0, 1.0)
(1, [(53, 54)], 0.0, 1.0)
(1, [(53, 55)], 0.0, 1.0)
(1, [(52, 55)], 0.0, 1.0)
(4, [(49, 57), (51, 54), (52, 55), (51, 55)], 0.44, 0.58)
(4, [(51, 58), (53, 56), (54, 56), (53, 56)], 0.4, 0.71)
(1, [(52, 59)], 0.0, 1.0)
(3, [(54, 57), (55, 57), (54, 57)], 0.65, 0.71)
(3, [(54, 58), (56, 58), (55, 58)], 0.29, 0.42)
(1, [(54, 60)], 0.0, 1.0)
(2, [(55, 60), (55, 58)], 1.0, 0.0)
(2, [(57, 59), (56, 59)], 1.0, 0.0)
(1, [(56, 61)], 0.0, 1.0)
(1, [(56, 59)], 0.0, 1.0)
(1, [(58, 59)], 0.0, 1.0)
(1, [(57, 59)], 0.0, 1.0)
(1, [(57, 62)], 0.0, 1.0)
(1, [(60, 60)], 0.0, 1.0)
(1, [(59, 60)], 0.0, 1.0)
(4, [(58, 63), (59, 60), (61, 61), (60, 61)], 0.57, 0.52)
(4, [(60, 63), (60, 60), (62, 61), (61, 61)], 0.55, 0.48)
(1, [(61, 64)], 0.0, 1.0)
(1, [(61, 61)], 0.0, 1.0)
(1, [(63, 62)], 0.0, 1.0)
(1, [(62, 62)], 0.0, 1.0)
(4, [(62, 65), (63, 61), (65, 62), (64, 62)], 0.53, 0.57)
(1, [(62, 65)], 0.0, 1.0)
(1, [(64, 62)], 0.0, 1.0)
(1, [(65, 63)], 0.0, 1.0)
(1, [(64, 63)], 0.0, 1.0)
(3, [(65, 62), (65, 63), (64, 63)], 0.8, 0.23)
(3, [(62, 65), (65, 63), (64, 63)], 0.61, 0.56)
(2, [(63, 64), (65, 63)], 1.0, 0.0)
(1, [(63, 64)], 0.0, 1.0)
(2, [(64, 64), (65, 63)], 1.0, 0.0)
(3, [(51, 54), (52, 55), (51, 54)], 0.65, 0.71)
(4, [(47, 56), (50, 53), (51, 54), (49, 54)], 0.45, 0.56)
(4, [(46, 56), (49, 53), (49, 54), (48, 54)], 0.37, 0.61)
(4, [(47, 56), (50, 53), (50, 55), (49, 54)], 0.49, 0.5)
(4, [(49, 57), (51, 54), (51, 56), (50, 55)], 0.56, 0.41)
(4, [(50, 58), (52, 54), (52, 56), (51, 56)], 0.35, 0.53)
(3, [(51, 58), (53, 57), (52, 57)], 0.56, 0.45)
(1, [(54, 55)], 0.0, 1.0)
(3, [(55, 56), (54, 58), (54, 57)], 0.56, 0.45)
(3, [(56, 57), (56, 58), (55, 58)], 0.8, 0.23)
(1, [(53, 60)], 0.0, 1.0)
(3, [(57, 57), (57, 59), (56, 59)], 0.74, 0.44)
(1, [(55, 61)], 0.0, 1.0)
(4, [(56, 61), (58, 58), (58, 59), (57, 59)], 0.43, 0.57)
(4, [(57, 62), (60, 59), (60, 60), (59, 60)], 0.37, 0.61)
(3, [(61, 59), (61, 61), (60, 61)], 0.74, 0.44)
(1, [(58, 63)], 0.0, 1.0)
(3, [(62, 60), (62, 61), (61, 61)], 0.8, 0.23)
(1, [(60, 63)], 0.0, 1.0)
(3, [(63, 61), (63, 62), (62, 62)], 0.8, 0.23)
(1, [(65, 62)], 0.0, 1.0)
(4, [(62, 65), (65, 62), (65, 63), (64, 63)], 0.37, 0.61)
(4, [(63, 64), (64, 62), (65, 63), (64, 63)], 0.39, 0.45)
(2, [(64, 63), (64, 63)], 1.0, 1.0)
(2, [(63, 64), (64, 63)], 1.0, 0.0)
(3, [(51, 54), (52, 55), (51, 55)], 0.8, 0.23)
(3, [(53, 55), (53, 55), (52, 55)], 0.65, 0.71)
(1, [(51, 58)], 0.0, 1.0)
(1, [(53, 56)], 0.0, 1.0)
(1, [(54, 56)], 0.0, 1.0)
(1, [(53, 56)], 0.0, 1.0)
(1, [(54, 57)], 0.0, 1.0)
(1, [(55, 57)], 0.0, 1.0)
(1, [(54, 57)], 0.0, 1.0)
(1, [(56, 58)], 0.0, 1.0)
(1, [(55, 58)], 0.0, 1.0)
(3, [(56, 58), (57, 59), (56, 59)], 0.8, 0.23)
