,action_TFC_finish,action_TNC_finish,action_greedy,action_noise
0092000F3207000F3207000F,-6.374923658843112,-8.99735801842134,5.222566583207794,6.4378198911101245
0092000F3107000F3107000F,-10.220257595339769,-10.49900577261177,-3.735726464021333,2.2270894824935032
0092000F3207000F3107000F,-1.7850000000000001,-3.1742999999999997,-0.5143121208080853,0.9536334707039971
00A2000F3107000F3107000F,-1.2000000000000002,-0.8802,0.0,0.28357965334254664
0621000F2206000F2206000F,0.062144425820794706,0.07455802876255156,0.08820681741439756,0.0
00A4000F3308000F3308000F,17.66975226309056,0.0,0.04381557781744993,0.0
D000000FD000000FD000000F,0.0,0.07243976416301615,0.4212495058496335,0.08643864635935554
terminal,0.0,0.0,0.0,0.0
0092000F3107000F3207000F,-3.5151448826058185,-1.1760360108991426,-0.5132693477626344,-2.066855313884062
00A2000F3108000F3108000F,-5.820604074612744,-7.504223402688417,2.9639258821817345,1.0026812503964675
0093000F3207000F3207000F,-2.58793562329025,-1.4066758426448933,0.985854385762291,-1.0548152003827975
0095000F220A000F220A000F,-0.6000000000000001,-0.5283947664410382,4.1078601568270985,0.5510231400000001
0095000F3209000F3209000F,0.0,-0.4942959272222494,0.6553529696662194,5.5352969666219325
0096000F3209000F3209000F,-1.4835380069513835,-2.364899171280798,0.4387058993500059,-0.9056689547972198
00A2000F2207000F2207000F,-1.1301091175041158,0.0,0.9195452224138005,-0.18570755313522103
000C000F000C000F000C000F,0.13506017077718685,0.010764915726482957,0.033955067909104075,0.009456043642316808
00A3000F3208000F3208000F,0.0,-3.6041922897891667,0.6275722966166267,1.98787163717753
0093000F3009000F3009000F,-2.4321112814918653,-2.0572712972525933,5.827078862148959,11.076840996028512
0631000F2106000F2106000F,-0.7210728580353675,-0.6000000000000001,-0.568662285349931,1.9855528248824945
00A2000F2109000F2109000F,-0.9484192336940838,0.03050544114253472,4.6061255443126345,0.1509732042329242
00A2000F2208000F2208000F,-4.634403178912209,-3.2352154781449554,0.2588004238428821,-2.1163267124280845
