,k_means_000,k_means_050,k_means_100
0534000F1315000F1315000F,2.9896658593951275,2.5410757859903725,30.718688618658923
0623000F3207000F3206000F,7.07574077420189,18.58061045025051,2.6910120624717817
00B4500F2330B00F4130B00F,11.930401087284562,28.06802903058119,8.946394029992279
00B3500F2330B00F4400B00F,0.0,4.62933715425965,0.0
00B4500F2330B00F4400B00F,23.029349607266884,2.116926234129307,2.069595983536432
000C000F000C000F000C000F,7.650014703328753,6.702394899919938,9.418466262624573
terminal,0.0,0.0,0.0
00B4500F2430B00F4130B00F,0.0,18.191110635680452,4.714946179613614
00A2000F2208000F2208000F,8.783484802405573,9.777191254314527,19.43595205980433
00A2000F2207000F2207000F,15.464732832373363,0.7269139015108171,1.3286087547047507
0510000F2140000F2140000F,13.438713644544544,2.4451310865074882,0.0
100B000F100B000F100B000F,9.178906659612263,4.614510454693432,5.6184012511614565
0623000F3207000F3207000F,32.197187066162506,19.128457912304494,14.6068838631927
00A2000F2108000F2108000F,0.0,17.798127871629553,0.3685886075752538
0095000F3209000F3209000F,8.840063913468533,27.354263763486294,7.999826406627588
00B4500F2430B00F4400B00F,3.9133607305349276,-1.3894088295816867,-1.08
8440000F1330900F1330800F,0.0,0.0,0.0
C442000F3240D00F3240C00F,0.0,0.0,0.0013796449016136192
9520000F2400900F2400900F,0.0,0.0,0.0
0092000F3207000F3207000F,0.0,1.6114461461902068,10.672490221792499
A200000F2207000F2207000F,7.990291686287686,0.0,2.5875618079643457
D000000FD000000FD000000F,6.828857428654055,0.6736002897404185,1.8205383981267633
0000F00F0000F00F0000F00F,0.0,0.7421944998783333,8.606314807687035
00B4500F2430B00F2430B00F,0.0,0.0,1.188811970545795
1000F00C1000F00C1000F00C,0.9116973384179274,0.010108189827770364,0.0
0082000F2106000F2206000F,8.651243066933603,-0.25263156365695216,0.0
00A2000F2108000F2208000F,21.08746626274142,20.11333754794014,33.91007581223909
7140000F1315000F1315000F,0.0,0.0,0.0
7220000F3305000F3305000F,0.0,0.0,0.0
0633000F3306000F3306000F,0.0,0.0,0.0
1074000F3207000F3207000F,0.0,0.0,0.0
1081000F2206000F2206000F,0.30000000000000004,0.0,0.0
0081000F2206000F2206000F,0.0,1.1489801378178903,0.0
0096000F3209000F3209000F,-0.21508107365202095,0.0,4.98006455635773
1000F00E1000F00E1000F00E,5.446119069685718,8.560836096588048,3.7442974066606016
00B4500F2330B00F2700B00F,0.0,0.0,9.020035181360225
00B3100F2330900F1330800F,7.895843067818123,0.0,0.4273879199999998
00B3100F1330900F1330800F,29.955803989445453,0.0,0.0
0092000F2207000F2207000F,3.510682199549376,2.68841455341696,18.29548188649998
0082000F2106000F2106000F,21.00211327918371,5.312574697944392,5.17731234213122
0410000F2130000F2130000F,3.823873614902006,0.0,0.16293445291169117
0080000F0080000F0080000F,1.5384949382038957,1.2474883201356146,9.073055884551446
1081000F3206000F3206000F,0.0,0.0,1.2492240779942436
B431000F1330B00F2330B00F,0.0,0.0,0.0
B433000F3330C00F4330C00F,0.0,0.0,0.0
00C3100F3400A00F3400A00F,0.0,0.24449147431487855,0.0
0621000F2206000F2206000F,0.0,0.0,2.292742891049269
00A4000F3308000F3308000F,1.0323211480132668,0.0,3.589957170326382
0070000F0070000F0070000F,9.309944397455194,5.088686747292252,3.079905604502588
1000F00F1000F00F1000F00F,4.313440858229553,0.0,0.0
000F000F000F000F0000F00F,0.0,0.0,0.0
000F000F000F000F000F000F,0.0,0.0,2.7608860420523764
00B4500F2430B00F2700B00F,0.0,0.0,0.6172809377236868
00B4500F2330B00F2430B00F,0.0,9.714025286703684,0.0
00B5100F3200B00F3200B00F,0.9,0.0,0.0
00B5100F3300B00F3300B00F,0.0,1.194527669699113,0.0
B200000F2209000F2209000F,0.0,0.0,0.0
A200000F3207000F3207000F,0.0,0.0,0.0
A210000F3208000F3208000F,0.0,0.18560063099533017,0.0
A611000F3230A00F3230A00F,0.0,0.0,0.0
A530000F3500B00F3500B00F,0.0,0.0,0.03739721670481931
00B3000F3208000F3208000F,0.0,0.870669626705412,0.0
9210000F3207000F3207000F,0.0,1.8682147431141976,0.0
00A2000F3207000F3207000F,0.0,0.0,0.0
1083000F3207000F3207000F,0.0,0.0,2.990523982675177
8310000F3207000F3207000F,0.0,0.0,0.0
8210000F3206000F3206000F,0.0,0.0,0.0
0530000F2105000F3105000F,0.08489801378178903,0.0,0.0
0074000F2207000F2207000F,4.714982207142578,0.0,0.0
4100000F2130000F2130000F,0.0,0.0,0.0
5100000F2140000F2140000F,0.0,0.0,0.0
6200000F2150000F2150000F,0.0,0.0,0.3519171519432818
0631000F2206000F2206000F,0.08334058255440785,0.0,0.0
0510000F2140000F2130000F,0.0,2.4654704372555276,0.0
8210000F3106000F3206000F,0.0,0.0,0.0
0090000F0090000F0090000F,0.386214930880875,0.37099652160659435,6.965856551811276
0095000F3209000F2209000F,-0.1780979589545158,0.0,0.0
000A000F000A000F000A000F,2.7970566824278564,0.0,0.0
5200000F2140000F2140000F,0.0,0.031672543674895366,0.0
6100000F2140000F2140000F,0.0,0.0,0.0
0530000F3150000F3150000F,0.0,0.0,0.0
0009000F0009000F0009000F,0.0,0.03853613967110835,0.0
7200000F2150000F2150000F,0.6331770467115361,0.0,0.0
9210000F3206000F2306000F,0.0,0.0,0.0
0623000F3206000F3206000F,0.0,0.2259396115740472,0.0
5100000F2130000F2130000F,0.005152990073307891,0.0,0.0
1073000F3207000F3207000F,0.0,1.5790881829998695,0.0
A200000F2108000F2208000F,0.0,0.0,0.0
A200000F2208000F2208000F,0.0,0.03810689746104109,0.0
7200000F2105000F2105000F,0.0,0.0,0.0
0093000F3207000F3207000F,0.9406475412149642,0.0,0.0
9210000F3207000F3206000F,0.0,0.0,0.06415951429474465
0091000F2206000F2206000F,0.0,0.0,1.4770025939014346
