,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0F0F0F,0.4630712689441736,4.496580114061447,5.696043856863062,-0.4387270619295099
0FFFFF0F,0.0,0.9388109635764046,0.0,0.0
C30F0F0F,0.0,0.0,3.0831479281500003,0.0
FFF00F0F,0.0,0.0,-0.14338000000000006,0.0
FFFF0F0F,0.0,0.0,0.0,1.932581979013608
terminal,0.0,0.0,0.0,0.0
FF6C0F0F,0.22808499999999998,0.0,0.0,0.0
0F0AFF0F,0.0,0.0,0.0,2.4563648672187646
FF0F0F0F,0.0,0.0,-0.27112504473985827,0.0
C3AB0F0F,0.0,1.8665595154238717,0.0,0.0
0FF0FF0F,0.0,0.0,0.0,1.4937775524193342
