,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0F0A,-0.8400000000000001,0.0,0.0,0.0
0F0F,0.029394237906000004,0.05636489552694002,-0.81089970447306,7.448459664542558
0FB6,1.51,0.0,0.0,0.0
F00F,3.543035400008594,-1.862988009475673,-0.7996618300000002,-0.7775748333286381
0FF0,-1.0155694236540032,7.6705546323845155,-0.20821660346390214,0.0
460F,0.0,-0.04024918697999974,5.850853024162188,0.1114220533440804
980F,0.0,0.0,-1.522639762785086,3.4083010228331765
F0AB,0.0,0.0,0.0,4.876179126478305
C30F,2.984008010919772,0.0,-1.4376518322261553,-0.45391000000000004
ABF0,7.529114746760493,1.8399999999999999,0.0,0.0
A5C3,0.0,4.394128170896345,0.0,0.0
950F,0.0,0.0,0.0,2.1191553547154807
C3F0,-1.3546474120034673,4.939695713502082,0.0,0.8211607330800004
46F0,0.0,0.0,-1.2394647412003466,-0.8871188850003913
FF0F,7.585941606979018,0.0,0.0,0.0
AB0F,-0.7812849000000002,4.544884344864602,0.0,1.7087313147510377
0FFF,-0.4620667999999999,-0.5138592542605394,-0.9682697797642419,-0.12507969319382428
F0F0,0.0,0.0,0.0,7.092243550520459
F0C3,0.0,4.974831502716702,0.0,0.0
AA0F,0.0,0.0,0.8265904061541569,0.0
46FF,0.0,-0.14102491869800002,0.0,0.0
0FAA,0.0,0.0,1.69,0.0
0F98,0.0,2.678607765278986,0.0,0.0
F046,0.0,3.168772522814934,0.0,0.0
870F,0.0,0.0,1.108963986331493,0.0
terminal,0.0,0.0,0.0,0.0
0FAB,0.0,-1.1107597718506577,0.0,0.0
F0FF,0.0,4.435718519606798,0.0,0.0
970F,0.0,0.0,-1.3000943197771992,0.0
8B0F,0.0,0.0,0.0,2.2297500846535385
0A0F,0.0,-0.41235586940316477,0.0,0.1203772015479599
D9F0,0.0,1.398294955566458,0.0,0.0
C3A5,3.1973100000000003,0.0,0.0,0.0
87D6,0.0,0.0,0.0,0.88049723899702
C90F,-0.9382720786725269,3.2854671961480997,-0.21982495328465226,0.0
C3FF,0.0,1.01793400709508,0.0,0.0
ABFF,0.0,0.0,-1.01,0.0
FFC3,0.0,0.0,0.0,-1.67
B60F,0.0,-0.5342145126202873,0.0,0.0
FFF0,-0.24417937175356316,0.021336981383921174,0.0,0.0
0F78,0.0,0.0,0.0,0.0
670F,0.0,0.0,0.0,0.0
0F67,0.0,0.0,0.0,0.0
780F,1.8451457542918843,0.0,0.0,0.0
