,action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
0FF0F00F0F0F,0.0,0.0,2.19,0.0
0F0F0F0F0F0F,3.2026208003694134,-3.554570729981022,-3.7252345117487113,-2.880263548485014
FF0FFF0F0F0F,-1.8600000000000003,-1.3000000000000003,2.190236860696158,-0.51
0F0FFFFF0F0F,0.0,5.3890459111174565,0.0,0.0
F00F0FFF0F0F,0.0,0.0,0.0,-0.6146715208755076
F0FF0F0F0F0F,-0.18000000000000008,0.0,-1.8600000000000003,-1.8600000000000003
FFF00F0F0F0F,-0.10684904052041588,-0.1420438900756274,0.0,0.0
0FFF0FFF0F0F,-1.3474000000000002,-1.8600000000000003,-1.8600000000000003,-2.4545216632864966
0FFFFF0F0F0F,-0.026155233993909288,-1.4521642525319585,0.0,0.0
F00F0FF00F0F,0.0,0.0,0.8425999999999999,0.0
0FF00FFF0F0F,0.0,-2.0829455230000002,-1.8713368659999998,-2.288755729286133
F00FFF0F0F0F,-0.51,1.0983672533116136,-2.2,0.0
FFFF0F0F0F0F,0.38135520493580094,-1.8600000000000003,0.0,-0.06481733887470363
0FAB0F0F0F0F,0.0,2.8116957531971405,0.0,0.0
0F0FFF0F0F0F,0.0,0.0,7.5393299052211376,0.0
C30F0F0F0F0F,0.0,0.0,0.0,2.0034517978930864
0F0F0FFFFF0F,-1.4567005389197685,0.0,0.0,0.0
FF0FF00F0F0F,0.0,1.849083258423939,0.0,0.0
AB0F0F0F0F0F,0.0,0.0,0.0,-1.5120510404257554
0FF0FF0F0F0F,0.0,0.0,-2.441504,0.0
FFFF0F0F0F,0.0,-0.3400000000000001,0.0,0.3507579164447796
0FFFFF0F0F,0.0,0.0,0.0,3.1868035327919824
FF0F0F0F0F0F,0.0,0.0,0.0,-1.977314019982121
F00F0F0F0FFF,0.3170989577787775,0.0,0.0,0.0
0FF00F0FFF0F,0.0,0.0,1.7154321214932478,0.0
FF0F0F0FFF0F,0.0,-2.2,0.0,0.0
F0F00F0F0F0F,0.0,1.1522496640828581,0.0,0.0
FF0F0FFF0F0F,1.33459161942557,0.0,-1.7961757924260426,0.0
0FFFF00F0F0F,0.0,0.0,0.2860236860696158,0.0
