,action_TFC_finish,action_TNC_finish,action_greedy,action_noise
0534000F1315000F1315000F,-13.984215584172148,-13.34220520952815,7.598212349345153,3.0878534569255587
0623000F3207000F3206000F,-12.37738009206538,-13.306094947030102,3.2869889704274327,-0.889354514912027
0623000F3207000F3207000F,-7.183916169116861,-8.495016074687726,4.264606640469426,7.042936593668142
0091000F2107000F2107000F,0.0,-0.008953345692359505,6.038555196177368,0.3001876086569323
00A2000F2108000F2108000F,-0.995721765508153,0.6000000000000001,8.007314965126337,4.211378709986404
0082000F2106000F2106000F,0.0,-0.30000000000000004,0.6545596163741227,0.301271998250117
0622000F2106000F2106000F,-0.5970184350215995,0.0,0.0,3.1116293695229302
0620000F1160000F1160000F,0.0,-0.34111492530707066,0.0,1.567901448415598
000C000F000C000F000C000F,0.017210761933457053,0.013878626842895633,0.02557877891081993,0.015383006817249346
1000F00E1000F00E1000F00E,0.0023907517430406503,0.0012037174385351916,0.0015315593514935479,0.22068293290597782
0080000F0080000F0080000F,0.02187762217942875,0.0017726542776223728,0.062012999490487164,0.018696645531807207
terminal,0.0,0.0,0.0,0.0
0530000F2150000F2150000F,-2.24720678015198,-1.10720678015198,0.0,2.2242252286116537
0520000F2140000F2140000F,-0.8035366100908705,-0.3232246333383937,3.062099573123705,0.7298468040140886
4100000F2130000F2130000F,0.0,0.0,0.0,0.0
5100000F2130000F2130000F,0.0,0.0,0.0,0.0
6200000F2140000F2140000F,0.0,0.024000000000000007,0.0,0.0
0530000F3150000F3150000F,0.0,0.0,0.0,0.0
0621000F2206000F2206000F,0.0,2.16,0.0,0.0
D000000FD000000FD000000F,4.230775588935989e-06,0.21696801145101902,7.547729544772856e-05,0.0003002180454910794
00C4500F2700D00F2600D00F,0.0,-1.2000000000000002,3.327650720619776,0.0
00A5100F4300B00F4300B00F,0.0,0.0,0.6000000000000001,0.0
00C4500F2330D00F2700C00F,0.0,0.0,0.0,0.0
00C4500F2700D00F2700D00F,0.0,-0.30000000000000004,0.0,0.0
0095000F220A000F220A000F,-0.04794129673782471,-0.294,0.7835194583174463,0.0
A200000F2207000F2207000F,0.02482885856170584,0.0,0.027288462637914,1.8964710152077688
00A2000F2208000F2208000F,-0.884990439764219,-1.3131066869153596,7.244351386394529,10.094680069249192
0009000F0009000F0009000F,0.0015489044472784075,0.002788468891322564,0.0013036703618347135,0.00940773610302057
1000F00F1000F00F1000F00F,0.002691524084111004,0.10871091853847367,0.0036770307855063266,0.0067970895322403534
1000F00B1000F00B1000F00B,0.000956847595695001,0.0,0.0005985559498348914,0.08696249454885151
0631000F2305000F3305000F,0.0,0.0,0.0,-0.30000000000000004
0631000F3106000F3106000F,0.0,0.0,-1.2000000000000002,0.0
0632000F3106000F3106000F,0.0,-0.3599999999999999,0.0,0.0
0530000F2106000F2106000F,0.0,0.0,0.0,1.468842
0630000F2106000F2106000F,-0.30000000000000004,0.0,0.0,0.0
7200000F2150000F2150000F,0.0,0.0,0.0,0.0
0074000F2207000F2207000F,0.0,0.0,2.401798404896487,0.0
0092000F3207000F3207000F,0.0,-0.2805870031995612,0.0,5.662964022793781
0090000F0090000F0090000F,0.0,0.0011364335275196927,0.0008788280562708342,0.03529874317545755
100B000F100B000F100B000F,0.013752030110886354,0.0077934528505734235,0.014967917711094455,0.015541758210678228
0070000F0070000F0070000F,0.07788884145415062,0.023987507812545838,0.02827581525187984,0.02885788581600211
0510000F2140000F2140000F,-0.26886075112914976,-1.2674171397307883,5.347434921979162,-0.20813346973101263
0090000F3060000F3060000F,1.1376373407614524,0.0,0.0,0.0
1000F00C1000F00C1000F00C,0.02804627072145626,0.006114435673320297,0.10670724533806572,0.00694013653895749
0000F00F0000F00F0000F00F,0.0005677480312827831,0.02803918079098223,0.002658344166774321,0.002247942335291197
00B4500F2330B00F2330B00F,-7.820325216119552,-8.253443252933323,8.401943902134313,5.115260629570878
00B3100F2320900F2320800F,-0.5739267892248928,-0.397954358416303,14.509719607279822,3.9846528310296225
0095000F3209000F3209000F,-1.029552749387836,-0.2031169774862734,8.644676432268854,6.12212201942942
0060000F0060000F0060000F,0.0,0.0,0.10428467825893711,0.0
0050000F0050000F0050000F,0.0,0.0,0.0010353627770673653,0.0
0500000F0500000F0500000F,0.0,0.0,0.0,0.00066571945246493
00B3100F1320900F1330800F,-1.0495210974643812,-0.8864129669486825,0.0,3.8118958119206194
0092000F2207000F2207000F,0.5673816205185687,-0.8305857963453651,-0.8377648683727144,2.451195146766127
0096000F3209000F3209000F,-0.6000000000000001,-0.053416716599999914,-0.5908290674281609,2.607027475494688
00A2000F2207000F2207000F,-0.6000000000000001,0.5932403329798982,3.6163415446988267,0.0
00A2000F2109000F2108000F,-0.29269056424325807,0.0,0.0,4.626458094641282
00A2000F2109000F2109000F,-0.6000000000000001,-0.8150526426738214,0.0,2.600741450265242
9210000F3107000F3207000F,0.0,0.0,0.0,0.0
9110000F3107000F3207000F,0.0,0.04200296475225191,0.0,0.0
1083000F3207000F3207000F,0.0,0.0,0.0,1.4037556010187835
000F000F000F000F000F000F,0.0008371082172130008,0.0016830034214793256,0.0010397002727693077,0.04741596984396219
0530000F1160000F1160000F,-0.2819046564840484,0.0,1.381030476497016,0.0
0092000F2107000F2107000F,0.0,0.0,1.8128844335670633,7.8437890469913585
0095000F2209000F2209000F,0.0,0.0,2.0565490617109035,9.107724468854329
1080000F1080000F1080000F,0.0,0.0,0.17158298335846783,0.0
0510000F2140000F2130000F,-1.1735630890577555,-1.2000000000000002,1.5916238362458468,6.7574218108260675
0082000F2107000F2107000F,0.0,-0.13952040683111444,0.0,6.650890555191956
0623000F3206000F3206000F,-1.1370714414779293,0.03853422994832943,3.1465181783958505,0.0
00B3100F2320900F2330800F,-1.9701000000000002,-1.656036824840937,14.347572170784858,0.1681499999999998
00B3100F2330900F2330800F,1.6603711994512362,0.021000000000000005,0.0,0.0
00B3100F1330900F1330800F,0.3680978030902957,0.0,4.281868881447501,0.0
00B5100F3200B00F3200B00F,-0.2254616727612184,-0.5217750598409898,7.175195792262932,3.4435767447383387
000F300E3300E00F3300E00F,0.0,0.0,0.6080207219261395,0.0
100F000F100F000F100F000F,0.11316584253615526,0.0,0.0006505001600107461,0.0010529494293269705
0081000F2107000F2107000F,0.0,0.0,7.061088698553855,0.0
0520000F2050000F2050000F,-0.6000000000000001,-0.6000000000000001,0.0,0.9205594668019978
0420000F2050000F2050000F,0.0,0.0,0.0,0.0
0000F00B0000F00B0000F00B,0.0003802117480386287,0.023141574859690046,3.872204900181444e-05,0.0020353848638001728
00B4500F2430B00F2430B00F,-1.199590316527609,-1.6913434981029862,-0.4650019963246508,1.8862486745035674
0091000F3008000F3008000F,0.0,0.0,1.6552388510865865,0.0
00B4000F3200B00F3200B00F,0.0,0.0,0.08244894422209485,2.427933318895844
0094000F2209000F2209000F,0.0,0.0,0.0,0.34095628773668285
8210000F3206000F3206000F,0.0,0.0,0.0,0.0
9210000F3207000F3206000F,0.0,0.0,0.0,0.0
0093000F3207000F3207000F,0.0,0.0,0.006150015627335191,0.0
1094000F3308000F3308000F,0.0,0.9006479406929371,0.0,0.0
9210000F3207000F3207000F,0.0,0.0,0.0,0.0
00A2000F3207000F3207000F,0.0,0.0,0.0,0.0
0081000F2206000F2206000F,0.0,0.0,0.0,0.3566457919415945
00B4000F2200C00F2200C00F,0.0,0.0,0.3002718449681701,0.30001462563781056
0009000F000A000F000A000F,0.0,0.0,0.0,0.0017739420660312416
0009000F0009000F000A000F,0.0,0.0008589043067496748,4.701207913523846e-05,0.053278906462124076
0410000F2130000F2130000F,0.0,0.0,-0.30000000000000004,2.0263983676791417
0520000F1160000F1150000F,0.0,0.0,0.0,2.855547036115489
00B4000F3200C00F3200C00F,0.0,0.0,0.0,0.06093197733183873
0552000F2315000F2405000F,0.0,0.0,-0.23423136615323573,0.0
00B5100F3300B00F3300B00F,0.0,-0.5580964556760503,0.0,0.0
00B3100F1320900F1320800F,-0.7942165008506683,-0.5070346319566942,0.0,0.0
100E000F100E000F100E000F,0.0,0.0008462109363014362,0.003907442978724095,0.0
00A5100F3200B00F3200B00F,-0.5366721155404832,0.0,0.0,0.0
0080000F0080000F1080000F,0.14625571613500782,0.0,0.0,0.0
0520000F2150000F2150000F,0.0,0.0,0.0,3.802492430621784
0520000F1150000F1150000F,0.0,1.2000000000000002,0.0,0.301312072259243
000F300D3300F00F3300F00F,0.0,0.0,0.0,0.006000000000000002
000F300E3300D00F3300D00F,0.0,0.0,0.0,0.0
000F300D4300F00F4300F00F,0.0,0.0,0.0,1.2000000000000002
000F300E3300D00F3300E00F,0.0,0.0,0.9018513281787097,0.0
0530000F1160000F1150000F,0.0,-0.2990568153561089,0.6120000000000001,2.863937643062997
0080000F2060000F2060000F,0.0,0.0,0.0,0.3124203886608117
0530000F2160000F2150000F,0.0,0.0,1.9328350248222392,0.0
