action_ATK_nearest,action_ATK_nearest_weakest,action_MIX_lure,action_MIX_gather
1.2000000000000002,0.0,2.1,-0.5999999999999999,3.0000000000000004
17.90121538394802,28.337703890163755,14.194376647644507,4.961868082171689,7.535669870079474
43.77601414511195,56.2121057237165,36.255681704184106,10.89461950892844,13.727551187451624
79.01765171460971,81.24354598874181,33.18705532079128,12.790217372703374,19.940818329363083
101.15590807701099,99.65701730946633,53.771790055981924,23.779005501232508,21.94314489985601
113.37061859889361,108.99564210291169,57.095382556119915,26.305504071696173,28.221535925633304
119.87135231858154,112.23088381383828,76.65656532721796,38.402553122045,30.09378800616015
130.09258718538388,109.69639610743965,76.96172955020067,45.92535917882107,30.667965233508415
154.27581634463533,114.56118799362872,89.9112942378528,59.33255109527618,30.846957842475366
173.1338545601992,97.8605979061702,97.59838622347792,58.913875302174354,43.39745282220997
177.19174179054073,110.54319687601011,98.28577444823627,66.26774854565149,45.19444642624457
182.97632459056237,124.7679844282687,99.57020777069793,66.76905655972995,41.20295064355409
188.6707420070782,135.67323046126148,104.4378776138715,71.38166394681414,42.92835247864187
204.03279551929808,137.41246346229156,107.3879037625986,85.47592161835908,54.620374895661996
204.9711669433644,140.49116215434373,108.36682611458039,94.36740445438215,49.17731024554223
205.95540632597604,136.93710951636191,110.28813168475976,100.65151867308522,51.76017491011877
218.67627633833735,131.6856926223127,119.54963523127417,103.58577379150165,59.448952323867765
237.19711686159255,125.74898027842588,116.03097259627314,109.32281177917343,68.03484187316661
246.96147483975952,129.9175213777153,118.09342093773758,107.14155649310959,66.02659576310865
246.95960258352127,129.15452311189233,128.90964790065783,109.39743096310141,71.46671059414749
246.769835828748,140.2391370941073,128.98990854351356,107.79772708602414,73.89187986689089
250.8152405085682,140.9002047094767,137.10252416256185,107.15487747196721,74.01994321503801
251.00929591431833,142.7719586833771,138.13395282174864,108.14043555316806,73.37601018314317
255.85899215348655,149.06632229734694,137.79442290801896,109.69388222756896,82.75570901510304
252.82072063605503,143.00438737810362,139.91199673805417,116.10462908427829,90.85870339598245
260.7185871377601,143.13609494913527,141.40701352680017,119.15789195394399,85.53999617939076
262.58229923894254,145.18009075244194,141.78945697549418,122.91931912784806,86.07516268895986
264.5009397171462,147.69906918409615,144.60629665424884,123.03945059888835,87.01524449175727
268.54772982523536,146.56121713935792,153.3026472145588,126.34053570120008,95.72456954776194
273.5670257582408,152.02518497256924,156.2745215434195,121.13341905430403,91.0443210456675
282.1703409265879,144.20464535955904,166.82379388559303,128.89372693635912,100.4967721920093
286.98693795997445,150.53539519047507,163.6035168703237,129.05615450494116,107.99558910097396
296.72174604446127,154.3698205323457,167.29111550351172,133.49709124590328,110.11044862848281
299.7517573273781,170.91191753722862,169.61448197123994,133.65923103610993,112.80663530016126
304.4752432554856,165.85086862617015,168.66888959264818,133.65094578355067,113.75579771275616
300.0092474366606,171.88379127728547,176.85458988354017,127.67687185705341,113.77931681343605
309.1943833831327,167.96673557258475,177.16946815770697,133.2583487519555,121.710516447535
306.5032722295139,174.78502343059228,187.5141216892593,134.5188061922393,128.1414467706964
312.9704324536428,180.7661271712255,186.6966474786536,135.41579719753676,125.62616831358221
312.4989502561338,176.8457280455715,188.15145008836853,144.71082790974407,129.30984807307863
320.0259635294372,176.40943411467202,193.07618966004006,144.64508567729106,131.78065012346323
319.81968955765035,184.0637913150879,193.75598266031798,145.43895943323392,132.08852667875982
315.54035147963015,185.42582539232572,198.79311305250582,147.8201288791439,134.90893419761767
313.624019532112,186.94795407733923,202.18933901037772,154.33455264018784,137.99883289446052
323.8672533953645,186.75276973598156,201.91493368454044,150.24915013835226,142.35314624004377
326.8906392445216,191.34322547081078,210.0382682307617,155.10657239739498,136.0671875822222
329.8314968209404,191.01737414946163,202.6641794972469,157.58770555565022,142.32183498371938
321.9383801807896,196.11796268594256,205.24551307324484,156.32805215677686,147.10970333612485
330.9818807551285,191.40199785131838,205.13601534276143,156.31831651514239,148.99859788862395
329.83698153473387,192.41499177455142,215.73256317298643,152.4926847262941,149.0657094321728
332.8306994053385,196.26838417166837,218.7819763477539,159.19315042718978,143.0075262681624
