Dogfall	500.0	180	-93
Dogfall	500.0	180	-84
Dogfall	500.0	180	-102
Dogfall	500.0	180	-102
Dogfall	500.0	180	-87
Dogfall	500.0	180	-108
Dogfall	500.0	180	-93
Dogfall	500.0	180	-102
Dogfall	500.0	180	-81
Dogfall	500.0	180	-93
Dogfall	500.0	180	-87
Dogfall	500.0	180	-84
Dogfall	500.0	180	-93
Dogfall	500.0	180	-72
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-105
Dogfall	500.0	180	-93
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-93
Dogfall	500.0	180	-96
Dogfall	500.0	180	-108
Dogfall	500.0	180	-81
Dogfall	500.0	180	-108
Dogfall	500.0	180	-87
Dogfall	500.0	180	-84
Dogfall	500.0	180	-93
Dogfall	500.0	180	-72
Dogfall	500.0	180	-90
Dogfall	500.0	180	-84
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-84
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-93
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-108
Dogfall	500.0	180	-78
Dogfall	500.0	180	-84
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-84
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-105
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-105
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-96
Dogfall	500.0	180	-78
Dogfall	500.0	180	-90
Dogfall	500.0	180	-84
Dogfall	500.0	180	-99
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-111
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-90
Dogfall	500.0	180	-87
Dogfall	500.0	180	-102
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-93
Dogfall	500.0	180	-81
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-90
Dogfall	500.0	180	-87
Dogfall	500.0	180	-96
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-93
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-72
Dogfall	500.0	180	-87
Dogfall	500.0	180	-96
Dogfall	500.0	180	-87
Dogfall	500.0	180	-84
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-72
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-87
Dogfall	500.0	180	-84
Dogfall	500.0	180	-87
Dogfall	500.0	180	-87
Dogfall	500.0	180	-93
Dogfall	500.0	180	-93
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-105
Dogfall	500.0	180	-78
Dogfall	500.0	180	-84
Dogfall	500.0	180	-81
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-99
Dogfall	500.0	180	-81
Dogfall	500.0	180	-93
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-93
Dogfall	500.0	180	-87
Dogfall	500.0	180	-93
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-96
Dogfall	500.0	180	-72
Dogfall	500.0	180	-78
Dogfall	500.0	180	-102
Dogfall	500.0	180	-81
Dogfall	500.0	180	-87
Dogfall	500.0	180	-78
Dogfall	500.0	180	-96
Dogfall	500.0	180	-90
Dogfall	500.0	180	-102
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-93
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-81
Dogfall	500.0	180	-81
Dogfall	500.0	180	-84
Dogfall	500.0	180	-87
Dogfall	500.0	180	-93
Dogfall	500.0	180	-81
Dogfall	500.0	180	-81
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-72
Dogfall	500.0	180	-81
Dogfall	500.0	180	-102
Dogfall	500.0	180	-84
Dogfall	500.0	180	-84
Dogfall	500.0	180	-84
Dogfall	500.0	180	-84
Dogfall	500.0	180	-72
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-78
Dogfall	500.0	180	-90
Dogfall	500.0	180	-132
Dogfall	500.0	180	-93
Dogfall	500.0	180	-87
Dogfall	500.0	180	-81
Dogfall	500.0	180	-102
